creditor_id,loan_type,date,due_date,interest,interest_type,tenure,days_past_due
174a3c68-6e55-4daa-8159-54be898ab3e1,Financing Company,2018-04-20,2018-05-07,2.95,Fixed Interest Rates,17,0
174a3c68-6e55-4daa-8159-54be898ab3e1,Conventional Commercial Bank,2018-04-20,2018-05-06,22.15,Fixed Interest Rates,16,0
174a3c68-6e55-4daa-8159-54be898ab3e1,Financing Company,2017-03-30,2017-09-02,86.0,Fixed Interest Rates,156,0
174a3c68-6e55-4daa-8159-54be898ab3e1,Financing Company,2015-01-25,2015-07-02,86.0,Fixed Interest Rates,158,0
5cf1addf-31e3-48a6-a1f5-dcec6b80609e,Financing Company,2018-04-02,2018-05-11,0.21,Fixed Interest Rates,39,143
5cf1addf-31e3-48a6-a1f5-dcec6b80609e,Conventional Commercial Bank,2017-05-08,2017-12-08,3.4,Fixed Interest Rates,214,0
5cf1addf-31e3-48a6-a1f5-dcec6b80609e,Conventional Commercial Bank,2016-10-18,2017-05-18,3.4,Fixed Interest Rates,212,0
5cf1addf-31e3-48a6-a1f5-dcec6b80609e,Conventional Commercial Bank,2016-05-16,2016-11-16,3.47,Fixed Interest Rates,184,0
5cf1addf-31e3-48a6-a1f5-dcec6b80609e,Conventional Commercial Bank,2015-10-05,2016-05-05,3.95,Fixed Interest Rates,213,0
5cf1addf-31e3-48a6-a1f5-dcec6b80609e,Conventional Commercial Bank,2015-05-16,2015-11-16,4.04,Fixed Interest Rates,184,0
5cf1addf-31e3-48a6-a1f5-dcec6b80609e,Financing Company,2018-04-02,2018-05-11,0.21,Fixed Interest Rates,39,174
a687fe91-c143-4ad7-875f-9f242cf2b4b4,Financing Company,2009-06-11,2011-10-11,102.55,Fixed Interest Rates,852,210
a687fe91-c143-4ad7-875f-9f242cf2b4b4,Financing Company,2018-04-27,2018-05-27,0.0,Fixed Interest Rates,30,189
a687fe91-c143-4ad7-875f-9f242cf2b4b4,Financing Company,2018-04-27,2018-05-27,0.0,Fixed Interest Rates,30,128
cc786610-f32c-4f9a-bd41-d3bbe4520f58,Conventional Commercial Bank,2018-05-28,2023-06-01,21.0,Fixed Interest Rates,1830,0
4eccd409-ee52-4a54-b22f-26f13760d7a6,Conventional Commercial Bank,2018-09-20,2019-09-19,6.0,Floating Interest Rates,364,0
b0c06571-7b4d-4a71-bb0f-dbf506f57a99,Conventional Commercial Bank,2016-03-14,2019-03-14,15.0,Fixed Interest Rates,1095,353
cc786610-f32c-4f9a-bd41-d3bbe4520f58,Conventional Commercial Bank,2018-05-28,2023-06-01,21.0,Fixed Interest Rates,1830,0
cc786610-f32c-4f9a-bd41-d3bbe4520f58,Conventional Commercial Bank,2017-06-15,2021-06-15,6.0,Floating Interest Rates,1461,0
cc786610-f32c-4f9a-bd41-d3bbe4520f58,Conventional Commercial Bank,2014-10-11,2017-10-11,7.0,Floating Interest Rates,1096,0
7f09f92b-d0f9-4669-9dd7-3b6a764308bb,Conventional Commercial Bank,2017-05-28,2018-05-28,3.19,Fixed Interest Rates,365,0
7f09f92b-d0f9-4669-9dd7-3b6a764308bb,Conventional Commercial Bank,2018-05-10,2019-05-10,6.0,Floating Interest Rates,365,0
7f09f92b-d0f9-4669-9dd7-3b6a764308bb,Conventional Commercial Bank,2016-10-26,2017-04-26,6.0,Floating Interest Rates,182,0
691062c4-29de-4840-915c-51ed0101b623,Conventional Commercial Bank,2016-11-05,2017-05-04,6.0,Fixed Interest Rates,180,0
691062c4-29de-4840-915c-51ed0101b623,Conventional Commercial Bank,2016-04-29,2016-10-28,6.0,Floating Interest Rates,182,0
691062c4-29de-4840-915c-51ed0101b623,Conventional Commercial Bank,2015-08-30,2016-02-29,7.0,Floating Interest Rates,183,0
691062c4-29de-4840-915c-51ed0101b623,Conventional Commercial Bank,2015-02-27,2015-08-26,7.0,Floating Interest Rates,180,0
a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39,Financing Company,2018-02-26,2019-11-29,17.27,Fixed Interest Rates,641,404
a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39,Conventional Commercial Bank,2018-02-17,2018-08-26,12.0,Fixed Interest Rates,190,68
a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39,Financing Company,2015-05-01,2019-09-29,11.5,Fixed Interest Rates,1612,274
a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39,Financing Company,2016-03-03,2017-07-03,57.68,Fixed Interest Rates,487,60
a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39,Financing Company,2007-05-14,2010-09-26,16.0,Fixed Interest Rates,1231,226
a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39,Conventional Commercial Bank,2016-07-30,2017-01-30,12.0,Fixed Interest Rates,184,0
a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39,Conventional Commercial Bank,2016-03-05,2017-07-03,13.5,Floating Interest Rates,485,0
a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39,Conventional Commercial Bank,2015-01-17,2016-04-16,13.0,Floating Interest Rates,455,0
a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39,Financing Company,2015-01-16,2016-04-16,60.01,Fixed Interest Rates,456,17
a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39,Financing Company,2018-11-11,2020-05-11,40.51,Fixed Interest Rates,547,0
0cd4f5ba-6573-4ef8-8ca8-94ffb158f930,Financing Company,2016-04-10,2021-04-10,10.05,Fixed Interest Rates,1826,0
0cd4f5ba-6573-4ef8-8ca8-94ffb158f930,Conventional Commercial Bank,2018-03-10,2021-04-10,5.95,Fixed Interest Rates,1127,0
0cd4f5ba-6573-4ef8-8ca8-94ffb158f930,Conventional Commercial Bank,2018-04-02,2020-11-02,12.0,Floating Interest Rates,945,0
0cd4f5ba-6573-4ef8-8ca8-94ffb158f930,Conventional Commercial Bank,2017-03-20,2020-03-20,6.0,Floating Interest Rates,1096,0
0cd4f5ba-6573-4ef8-8ca8-94ffb158f930,Conventional Commercial Bank,2015-04-03,2017-04-03,3.73,Fixed Interest Rates,731,0
d9575ab2-acaf-4cfa-8ace-d404e7d7f04f,Conventional Commercial Bank,2018-07-16,2020-07-16,3.14,Fixed Interest Rates,731,0
d9575ab2-acaf-4cfa-8ace-d404e7d7f04f,Conventional Commercial Bank,2017-07-24,2018-07-24,3.24,Fixed Interest Rates,365,0
a9aac6c9-17b3-49b6-977b-49ce34c24a62,Conventional Commercial Bank,2016-07-18,2019-07-18,6.0,Floating Interest Rates,1095,0
a9aac6c9-17b3-49b6-977b-49ce34c24a62,Conventional Commercial Bank,2014-04-12,2016-04-12,3.73,Fixed Interest Rates,731,0
943acbf7-e773-4c67-8eac-70e737ebdcd8,Conventional Commercial Bank,2018-09-06,2021-09-06,6.0,Floating Interest Rates,1096,0
abd16e7e-c6ca-44fc-ab26-294da8ba7930,Conventional Commercial Bank,2018-03-31,2020-04-01,11.88,Fixed Interest Rates,732,0
abd16e7e-c6ca-44fc-ab26-294da8ba7930,Financing Company,2013-08-28,2017-11-27,16.0,Fixed Interest Rates,1552,6
abd16e7e-c6ca-44fc-ab26-294da8ba7930,Financing Company,2015-07-09,2016-02-09,28.56,Fixed Interest Rates,215,0
0147ee5c-37fd-4cbc-b320-99b33c0b2fea,Conventional Commercial Bank,2018-05-29,2018-07-29,14.5,Fixed Interest Rates,61,34
0147ee5c-37fd-4cbc-b320-99b33c0b2fea,Conventional Commercial Bank,2017-05-06,2017-09-08,11.5,Floating Interest Rates,125,0
d54d1712-cf74-47fa-80c1-01cc3b191e10,Financing Company,2018-02-16,2019-05-16,43.08,Fixed Interest Rates,454,0
d54d1712-cf74-47fa-80c1-01cc3b191e10,Financing Company,2017-01-07,2018-04-07,43.06,Fixed Interest Rates,455,0
40bf67a8-a690-45bb-92c5-1edc58b20a23,Conventional Commercial Bank,2016-10-26,2017-10-26,6.0,Floating Interest Rates,365,0
8ebad343-2a2a-4412-b295-a50db84225c2,Financing Company,2017-12-15,2020-11-14,30.01,Fixed Interest Rates,1065,110
8ebad343-2a2a-4412-b295-a50db84225c2,Conventional Commercial Bank,2017-12-15,2020-11-14,14.2,Fixed Interest Rates,1065,110
8ebad343-2a2a-4412-b295-a50db84225c2,Conventional Commercial Bank,2018-08-06,2022-08-06,26.0,Floating Interest Rates,1461,0
9fff739a-7ad1-490a-8003-6aad570eed44,Financing Company,2018-04-21,2023-04-21,18.01,Fixed Interest Rates,1826,71
9fff739a-7ad1-490a-8003-6aad570eed44,Conventional Commercial Bank,2017-08-28,2020-08-28,26.0,Floating Interest Rates,1096,0
9fff739a-7ad1-490a-8003-6aad570eed44,Conventional Commercial Bank,2015-10-17,2018-10-17,15.0,Fixed Interest Rates,1096,0
9fff739a-7ad1-490a-8003-6aad570eed44,Financing Company,2014-07-20,2017-06-20,26.57,Fixed Interest Rates,1066,0
9fff739a-7ad1-490a-8003-6aad570eed44,Conventional Commercial Bank,2015-04-20,2017-06-20,9.35,Fixed Interest Rates,792,0
9fff739a-7ad1-490a-8003-6aad570eed44,Conventional Commercial Bank,2012-12-14,2015-12-14,14.4,Fixed Interest Rates,1095,15
e8861e7b-f9c6-408c-a277-69d01f90ae7e,Financing Company,2014-08-09,2018-07-09,18.04,Fixed Interest Rates,1430,23
e8861e7b-f9c6-408c-a277-69d01f90ae7e,Conventional Rural Bank,2017-09-09,2018-03-09,30.0,Fixed Interest Rates,181,0
e8861e7b-f9c6-408c-a277-69d01f90ae7e,Conventional Rural Bank,2017-03-10,2017-09-10,30.0,Fixed Interest Rates,184,0
e8861e7b-f9c6-408c-a277-69d01f90ae7e,Conventional Rural Bank,2016-09-10,2017-03-10,30.0,Fixed Interest Rates,181,0
e8861e7b-f9c6-408c-a277-69d01f90ae7e,Conventional Rural Bank,2016-03-10,2016-09-10,30.0,Fixed Interest Rates,184,0
e21b43b7-eaf8-4cf9-b418-a3cf56cf97f0,Financing Company,2017-03-26,2017-04-26,0.6,Fixed Interest Rates,31,0
166fdb54-439c-4633-8f3c-091897b12b0f,Conventional Commercial Bank,2018-06-25,2020-06-25,6.0,Floating Interest Rates,731,0
e21b43b7-eaf8-4cf9-b418-a3cf56cf97f0,Conventional Commercial Bank,2017-07-02,2017-07-30,17.0,Fixed Interest Rates,28,3
e21b43b7-eaf8-4cf9-b418-a3cf56cf97f0,Conventional Commercial Bank,2017-05-27,2017-06-24,17.0,Fixed Interest Rates,28,39
e6e6aad6-e696-46be-beee-ab9bb4e4f31f,Financing Company,2018-05-13,2018-06-26,0.15,Fixed Interest Rates,44,97
e6e6aad6-e696-46be-beee-ab9bb4e4f31f,Financing Company,2018-05-13,2018-06-26,0.12,Fixed Interest Rates,44,97
e6e6aad6-e696-46be-beee-ab9bb4e4f31f,Financing Company,2018-05-25,2018-06-26,0.48,Fixed Interest Rates,32,97
e6e6aad6-e696-46be-beee-ab9bb4e4f31f,Financing Company,2018-05-13,2018-06-26,0.21,Fixed Interest Rates,44,97
e6e6aad6-e696-46be-beee-ab9bb4e4f31f,Conventional Commercial Bank,2018-06-10,2018-07-10,51.0,Fixed Interest Rates,30,22
e6e6aad6-e696-46be-beee-ab9bb4e4f31f,Financing Company,2018-05-13,2018-06-26,0.48,Fixed Interest Rates,44,128
5673b7d4-fa2f-4bcb-adc9-91eaa082c472,Financing Company,2017-12-01,2020-12-05,40.0,Fixed Interest Rates,1100,0
5673b7d4-fa2f-4bcb-adc9-91eaa082c472,Conventional Commercial Bank,2016-11-18,2019-11-18,6.0,Floating Interest Rates,1095,46
ae398f33-369e-42aa-a165-30c5cef698e1,Conventional Commercial Bank,2018-05-12,2018-11-11,6.0,Floating Interest Rates,183,0
ae398f33-369e-42aa-a165-30c5cef698e1,Conventional Commercial Bank,2018-10-13,2019-04-12,6.0,Floating Interest Rates,181,0
3ba85ff6-73ab-4842-834d-3db7aa7f2bfc,Conventional Rural Bank,2018-08-02,2020-02-02,21.0,Fixed Interest Rates,549,0
3ba85ff6-73ab-4842-834d-3db7aa7f2bfc,Conventional Rural Bank,2017-01-27,2018-07-27,22.0,Fixed Interest Rates,546,5
3ba85ff6-73ab-4842-834d-3db7aa7f2bfc,Conventional Rural Bank,2016-01-25,2017-01-25,22.0,Fixed Interest Rates,366,0
9a64d8ae-7c91-43c7-bd25-89d48af64c99,Conventional Commercial Bank,2018-06-07,2021-06-07,26.0,Floating Interest Rates,1096,0
9a64d8ae-7c91-43c7-bd25-89d48af64c99,Conventional Commercial Bank,2016-09-10,2018-09-10,6.0,Floating Interest Rates,730,0
3267f596-d8eb-4946-bffb-45474a844f96,Financing Company,2018-08-23,2019-08-18,53.36,Fixed Interest Rates,360,0
3267f596-d8eb-4946-bffb-45474a844f96,Conventional Commercial Bank,2018-10-29,2023-11-01,21.0,Floating Interest Rates,1829,0
3267f596-d8eb-4946-bffb-45474a844f96,Financing Company,2018-08-23,2019-08-18,53.36,Fixed Interest Rates,360,0
3267f596-d8eb-4946-bffb-45474a844f96,Conventional Commercial Bank,2018-07-21,2018-08-20,31.2,Fixed Interest Rates,30,0
3267f596-d8eb-4946-bffb-45474a844f96,Conventional Commercial Bank,2018-05-24,2018-06-21,45.7,Fixed Interest Rates,28,0
3267f596-d8eb-4946-bffb-45474a844f96,Conventional Commercial Bank,2012-08-27,2017-09-01,24.0,Fixed Interest Rates,1831,180
3267f596-d8eb-4946-bffb-45474a844f96,Financing Company,2017-03-14,2017-04-13,0.0,Fixed Interest Rates,30,0
3267f596-d8eb-4946-bffb-45474a844f96,Financing Company,2017-03-22,2017-04-21,0.0,Fixed Interest Rates,30,0
3267f596-d8eb-4946-bffb-45474a844f96,Financing Company,2016-11-29,2016-12-29,0.0,Fixed Interest Rates,30,0
3267f596-d8eb-4946-bffb-45474a844f96,Conventional Commercial Bank,2018-10-22,2018-11-21,44.8,Fixed Interest Rates,30,0
561e3e33-297f-42ff-929c-13461b7dc5eb,Conventional Commercial Bank,2014-03-24,2015-09-24,7.0,Fixed Interest Rates,549,0
54e1e53c-3b2c-478e-b7b9-7b339eb701fb,Conventional Commercial Bank,2018-05-31,2019-05-31,6.0,Floating Interest Rates,365,0
54e1e53c-3b2c-478e-b7b9-7b339eb701fb,Conventional Commercial Bank,2017-11-02,2018-11-02,3.24,Fixed Interest Rates,365,0
54e1e53c-3b2c-478e-b7b9-7b339eb701fb,Conventional Commercial Bank,2017-04-29,2018-04-29,3.24,Fixed Interest Rates,365,0
54e1e53c-3b2c-478e-b7b9-7b339eb701fb,Conventional Commercial Bank,2016-08-15,2017-08-15,3.24,Fixed Interest Rates,365,0
8865c170-7433-4132-a667-944051bd6b3f,Conventional Commercial Bank,2016-11-26,2017-11-26,6.0,Floating Interest Rates,365,0
561e3e33-297f-42ff-929c-13461b7dc5eb,Conventional Commercial Bank,2010-09-03,2020-04-01,21.0,Floating Interest Rates,3498,29
561e3e33-297f-42ff-929c-13461b7dc5eb,Conventional Commercial Bank,2010-04-16,2020-05-01,21.0,Fixed Interest Rates,3668,0
561e3e33-297f-42ff-929c-13461b7dc5eb,Conventional Commercial Bank,2015-05-01,2021-05-01,24.0,Fixed Interest Rates,2192,1
561e3e33-297f-42ff-929c-13461b7dc5eb,Conventional Commercial Bank,2007-04-05,2013-05-01,35.4,Floating Interest Rates,2218,0
148fc8a4-48f0-416c-a3c2-5a6f062d169a,Conventional Commercial Bank,2018-04-09,2020-04-09,6.0,Fixed Interest Rates,731,0
8865c170-7433-4132-a667-944051bd6b3f,Conventional Commercial Bank,2017-11-18,2018-11-18,6.0,Floating Interest Rates,365,0
d6e0287c-86e1-41bb-be17-2b14c3bb451b,Conventional Commercial Bank,2018-09-02,2018-11-26,22.0,Fixed Interest Rates,85,0
ae046e00-d149-4cb0-a0d0-735d7a2fcd41,Conventional Commercial Bank,2018-06-22,2019-06-22,6.0,Floating Interest Rates,365,0
ae046e00-d149-4cb0-a0d0-735d7a2fcd41,Conventional Commercial Bank,2017-08-06,2018-08-06,3.19,Fixed Interest Rates,365,0
ae046e00-d149-4cb0-a0d0-735d7a2fcd41,Conventional Commercial Bank,2016-09-05,2017-09-05,3.19,Fixed Interest Rates,365,0
ae046e00-d149-4cb0-a0d0-735d7a2fcd41,Conventional Commercial Bank,2015-09-11,2016-09-11,3.71,Fixed Interest Rates,366,0
ae046e00-d149-4cb0-a0d0-735d7a2fcd41,Conventional Commercial Bank,2013-07-15,2016-07-15,4.82,Fixed Interest Rates,1096,0
fdb18d89-4094-4ebb-a48f-c98233cd1782,Conventional Commercial Bank,2017-09-10,2020-09-10,6.0,Floating Interest Rates,1096,0
fdb18d89-4094-4ebb-a48f-c98233cd1782,Conventional Commercial Bank,2017-01-29,2017-08-15,3.28,Fixed Interest Rates,198,18
d6e0287c-86e1-41bb-be17-2b14c3bb451b,Conventional Commercial Bank,2018-10-28,2019-01-07,12.0,Floating Interest Rates,71,0
77a14776-8d4c-4673-adec-fce8926004c6,Conventional Commercial Bank,2017-02-18,2017-08-17,6.0,Fixed Interest Rates,180,0
d6e0287c-86e1-41bb-be17-2b14c3bb451b,Conventional Commercial Bank,2018-08-19,2018-11-06,32.0,Fixed Interest Rates,79,0
d6e0287c-86e1-41bb-be17-2b14c3bb451b,Conventional Commercial Bank,2018-07-21,2023-07-21,6.0,Floating Interest Rates,1826,0
d6e0287c-86e1-41bb-be17-2b14c3bb451b,Conventional Commercial Bank,2018-05-28,2018-08-26,14.5,Fixed Interest Rates,90,0
d6e0287c-86e1-41bb-be17-2b14c3bb451b,Conventional Commercial Bank,2018-04-23,2018-07-22,14.0,Fixed Interest Rates,90,0
d6e0287c-86e1-41bb-be17-2b14c3bb451b,Conventional Commercial Bank,2018-10-25,2019-04-22,44.8,Fixed Interest Rates,179,0
d6e0287c-86e1-41bb-be17-2b14c3bb451b,Conventional Commercial Bank,2018-11-01,2018-11-27,27.3,Fixed Interest Rates,26,0
59f0b316-f724-4e0f-99f5-01402d83c999,Conventional Commercial Bank,2017-04-21,2017-10-21,3.47,Fixed Interest Rates,183,0
77a14776-8d4c-4673-adec-fce8926004c6,Conventional Commercial Bank,2016-07-09,2017-01-07,6.0,Floating Interest Rates,182,0
cec8ace1-d9d8-4982-b9a6-d61d3e850b61,Conventional Commercial Bank,2017-12-22,2023-01-01,21.0,Fixed Interest Rates,1836,0
77a14776-8d4c-4673-adec-fce8926004c6,Conventional Commercial Bank,2015-12-20,2016-06-19,7.0,Floating Interest Rates,182,0
35b84c2d-3aad-4bd0-bfb0-3ed3d5f61bdf,Conventional Commercial Bank,2015-05-01,2015-10-31,4.04,Fixed Interest Rates,183,0
35b84c2d-3aad-4bd0-bfb0-3ed3d5f61bdf,Conventional Commercial Bank,2015-10-05,2016-04-05,4.04,Fixed Interest Rates,183,0
31e83ed8-3689-469e-9280-233eb76a3421,Financing Company,2016-02-20,2020-01-20,14.24,Fixed Interest Rates,1430,0
31e83ed8-3689-469e-9280-233eb76a3421,Conventional Commercial Bank,2018-06-16,2022-06-16,12.0,Floating Interest Rates,1461,0
31e83ed8-3689-469e-9280-233eb76a3421,Conventional Commercial Bank,2016-02-22,2020-01-20,10.74,Fixed Interest Rates,1428,0
31e83ed8-3689-469e-9280-233eb76a3421,Conventional Commercial Bank,2018-06-16,2023-03-16,12.0,Floating Interest Rates,1734,0
31e83ed8-3689-469e-9280-233eb76a3421,Conventional Commercial Bank,2018-06-16,2023-06-16,12.0,Floating Interest Rates,1826,0
31e83ed8-3689-469e-9280-233eb76a3421,Financing Company,2013-07-22,2016-06-22,24.99,Fixed Interest Rates,1066,0
35b84c2d-3aad-4bd0-bfb0-3ed3d5f61bdf,Conventional Commercial Bank,2017-08-07,2019-08-07,3.14,Fixed Interest Rates,730,0
35b84c2d-3aad-4bd0-bfb0-3ed3d5f61bdf,Conventional Commercial Bank,2016-07-04,2017-07-04,3.24,Fixed Interest Rates,365,0
ad0a0db8-63e8-463f-b443-818fd6362af8,Conventional Commercial Bank,2016-09-29,2033-10-01,11.0,Floating Interest Rates,6211,185
ad0a0db8-63e8-463f-b443-818fd6362af8,Conventional Commercial Bank,2016-09-29,2032-05-29,11.0,Floating Interest Rates,5721,187
ad0a0db8-63e8-463f-b443-818fd6362af8,Conventional Commercial Bank,2015-08-08,2025-08-08,11.0,Floating Interest Rates,3653,0
ad0a0db8-63e8-463f-b443-818fd6362af8,Conventional Commercial Bank,2010-04-15,2022-12-19,9.7,Floating Interest Rates,4631,440
ad0a0db8-63e8-463f-b443-818fd6362af8,Financing Company,2008-05-20,2009-11-20,65.44,Fixed Interest Rates,549,2599
ad0a0db8-63e8-463f-b443-818fd6362af8,Conventional Commercial Bank,2018-11-30,2021-08-30,12.0,Floating Interest Rates,1004,0
be5d04d6-0227-4f47-b61c-acd21e9e2c90,Conventional Commercial Bank,2018-03-12,2019-03-12,6.0,Floating Interest Rates,365,0
1c863b9c-576c-4578-8728-b37057866c7f,Conventional Commercial Bank,2018-10-05,2018-11-04,158.26,Fixed Interest Rates,30,0
1c863b9c-576c-4578-8728-b37057866c7f,Financing Company,2018-07-14,2018-08-13,0.0,Fixed Interest Rates,30,111
1c863b9c-576c-4578-8728-b37057866c7f,Conventional Commercial Bank,2018-09-06,2018-10-06,158.26,Fixed Interest Rates,30,0
1c863b9c-576c-4578-8728-b37057866c7f,Financing Company,2018-07-14,2018-08-13,0.0,Fixed Interest Rates,30,50
1c863b9c-576c-4578-8728-b37057866c7f,Conventional Commercial Bank,2018-08-19,2018-09-18,51.0,Fixed Interest Rates,30,0
1c863b9c-576c-4578-8728-b37057866c7f,Conventional Commercial Bank,2018-07-26,2018-08-23,15.0,Fixed Interest Rates,28,0
f2e8f2ff-d19a-4e99-9133-601430bc0151,Conventional Commercial Bank,2011-11-05,2015-11-05,14.4,Fixed Interest Rates,1461,0
df2f9713-13d7-4e2d-b914-33570e18e7cf,Financing Company,2018-06-10,2022-05-10,11.26,Fixed Interest Rates,1430,0
df2f9713-13d7-4e2d-b914-33570e18e7cf,Financing Company,2016-04-15,2020-03-19,9.79,Fixed Interest Rates,1434,0
ef7829c8-7982-483b-9920-20dde7e1c458,Financing Company,2013-03-09,2017-03-02,20.45,Fixed Interest Rates,1454,0
6fe0d910-f6e9-4b1b-975c-98c4a1ffbfb8,Financing Company,2010-07-11,2014-06-11,24.17,Fixed Interest Rates,1431,262
6fe0d910-f6e9-4b1b-975c-98c4a1ffbfb8,Conventional Commercial Bank,2010-07-11,2014-06-11,13.5,Fixed Interest Rates,1431,262
d0b0626d-f005-4d8d-9528-5ad088dde8b8,Conventional Commercial Bank,2018-03-16,2020-03-16,6.0,Floating Interest Rates,731,0
e5c4a6bb-19be-419a-a8f9-56735a20cfbe,Conventional Commercial Bank,2015-07-23,2018-07-23,7.0,Floating Interest Rates,1096,0
e5c4a6bb-19be-419a-a8f9-56735a20cfbe,Conventional Commercial Bank,2014-07-20,2016-07-20,14.4,Fixed Interest Rates,731,0
29f4d10a-dc96-4a51-99d1-1f7a42e7cbba,Conventional Commercial Bank,2018-04-28,2019-04-28,8.0,Floating Interest Rates,365,5
0ba3352a-bd8a-4670-a3d9-e158507c61d3,Conventional Commercial Bank,2015-11-01,2021-11-01,24.0,Fixed Interest Rates,2192,0
0ba3352a-bd8a-4670-a3d9-e158507c61d3,Conventional Commercial Bank,2015-04-01,2021-04-01,24.0,Fixed Interest Rates,2192,0
0ba3352a-bd8a-4670-a3d9-e158507c61d3,Conventional Commercial Bank,2017-06-01,2022-06-01,24.0,Fixed Interest Rates,1826,0
9716cba8-446a-4aba-b319-ac489cd4f34f,Financing Company,2013-12-01,2017-12-02,16.67,Fixed Interest Rates,1462,0
9716cba8-446a-4aba-b319-ac489cd4f34f,Conventional Commercial Bank,2013-12-01,2017-12-02,11.29,Fixed Interest Rates,1462,0
9716cba8-446a-4aba-b319-ac489cd4f34f,Conventional Commercial Bank,2015-05-07,2018-05-07,12.75,Floating Interest Rates,1096,0
9716cba8-446a-4aba-b319-ac489cd4f34f,Financing Company,2015-04-17,2018-04-17,26.0,Fixed Interest Rates,1096,75
b824d05f-8c58-4b98-8b5e-3765671300c9,Financing Company,2007-05-22,2010-02-22,36.01,Fixed Interest Rates,1007,249
b824d05f-8c58-4b98-8b5e-3765671300c9,Conventional Commercial Bank,2007-05-22,2010-02-22,12.49,Fixed Interest Rates,1007,249
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-10-18,2018-11-26,22.22,Fixed Interest Rates,39,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Financing Company,2018-10-18,2018-11-27,2.95,Fixed Interest Rates,40,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Financing Company,2018-09-21,2018-10-27,2.95,Fixed Interest Rates,36,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Financing Company,2018-09-16,2018-10-27,2.95,Fixed Interest Rates,41,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Financing Company,2018-09-23,2018-10-27,2.95,Fixed Interest Rates,34,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-09-23,2018-10-26,22.22,Fixed Interest Rates,33,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-03-01,2018-03-26,22.0,Fixed Interest Rates,25,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-09-21,2018-10-26,22.22,Fixed Interest Rates,35,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-09-16,2018-10-26,22.22,Fixed Interest Rates,40,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Financing Company,2018-08-18,2018-09-27,2.95,Fixed Interest Rates,40,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Financing Company,2018-08-22,2018-09-27,2.95,Fixed Interest Rates,36,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-08-18,2018-09-26,22.22,Fixed Interest Rates,39,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-08-22,2018-09-26,22.22,Fixed Interest Rates,35,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Financing Company,2018-07-31,2018-08-27,2.95,Fixed Interest Rates,27,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Financing Company,2018-07-20,2018-08-27,2.95,Fixed Interest Rates,38,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-07-20,2018-08-26,22.15,Fixed Interest Rates,37,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Financing Company,2018-02-26,2018-03-27,2.95,Fixed Interest Rates,29,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-07-31,2018-08-26,22.15,Fixed Interest Rates,26,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-06-23,2018-07-26,22.15,Fixed Interest Rates,33,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Financing Company,2018-06-23,2018-07-27,2.95,Fixed Interest Rates,34,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-04-17,2018-05-26,22.15,Fixed Interest Rates,39,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2017-12-03,2018-05-26,27.0,Fixed Interest Rates,174,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2018-04-17,2018-05-26,22.15,Fixed Interest Rates,39,0
196e25b9-bd4d-4a40-8289-fb7e56ffcdbb,Conventional Commercial Bank,2017-12-03,2018-05-26,27.0,Fixed Interest Rates,174,0
