"loan_id","creditor_id","requested_date","payment_date","due_date","repayment_date","region_id","subdistrict_id","amount","volume","quality","loan_type","date","due_date2","interest","interest_type","tenure","days_past_due"
"15368","078fe38d-e982-47ba-984a-22cdb29be463","4/9/2018 13:34","5/9/2018 2:52","9/27/2018 1:13","","2","17","200","14","83.6","Conventional Commercial Bank","5/11/2018","11/6/2018","35.55","Fixed Interest Rates","179","0"
"15375","11574fde-e0b5-420b-a80d-a74a9ecec295","4/9/2018 16:15","5/9/2018 5:03","9/25/2018 0:43","","2","23","200","14","82.7","Financing Company","1/24/2017","9/16/2019","25.22","Fixed Interest Rates","965","0"
"15376","11574fde-e0b5-420b-a80d-a74a9ecec295","4/9/2018 16:17","5/9/2018 5:03","9/25/2018 0:43","","2","191","200","13","78.6","Financing Company","1/24/2017","9/16/2019","25.22","Fixed Interest Rates","965","0"
"15377","54322a82-5179-4c6f-848b-aa3fe9efd727","4/9/2018 16:41","5/9/2018 2:25","9/24/2018 9:26","","6","93","200","14","74.4","Conventional Commercial Bank","12/21/2013","12/21/2016","12","Fixed Interest Rates","1096","0"
"15378","54322a82-5179-4c6f-848b-aa3fe9efd727","4/9/2018 16:42","5/9/2018 2:25","9/24/2018 9:26","","6","33","200","14","70.41","Conventional Commercial Bank","12/21/2013","12/21/2016","12","Fixed Interest Rates","1096","0"
"15379","1f4c7a0e-6564-4830-9147-13480345136a","4/9/2018 16:46","5/9/2018 7:45","9/25/2018 0:43","","2","0","200","13","83.2","Conventional Commercial Bank","8/13/2005","5/13/2007","31.51","Others","638","4617"
"15381","1f4c7a0e-6564-4830-9147-13480345136a","4/9/2018 16:48","5/9/2018 7:45","9/25/2018 0:43","","2","22","200","14","82.46","Conventional Commercial Bank","8/13/2005","5/13/2007","31.51","Others","638","4617"
"15383","2701919c-0838-4589-b836-e8e9eed92226","4/9/2018 16:50","5/9/2018 7:45","9/25/2018 0:43","","2","74","200","12","85.7","","","","","","",""
"15384","2701919c-0838-4589-b836-e8e9eed92226","4/9/2018 16:51","5/9/2018 7:45","9/25/2018 0:43","","2","74","200","13","81","","","","","","",""
"15385","2701919c-0838-4589-b836-e8e9eed92226","4/9/2018 16:51","5/9/2018 7:44","9/25/2018 0:43","","2","101","200","13","80.9","","","","","","",""
"15387","09e77d10-1118-4a92-9008-98c6bd8b7187","4/9/2018 19:04","5/9/2018 4:58","9/24/2018 11:04","","6","43","0","14","75.8","Conventional Commercial Bank","10/18/2014","10/18/2015","3.71","Fixed Interest Rates","365","0"
"15388","9a4f17e6-18f5-4eee-9255-ecd8b63a3781","4/9/2018 20:16","5/9/2018 2:37","9/24/2018 9:26","9/22/2018 3:25","6","4","200","11","74","Conventional Commercial Bank","7/30/2015","7/30/2017","3.67","Fixed Interest Rates","731","0"
"15389","52f40da0-3d95-4aac-ab3a-b3d95b7cbfce","4/9/2018 21:12","5/9/2018 2:37","9/24/2018 9:26","9/11/2018 0:00","6","4","200","11","70.27","","","","","","",""
"15394","450b2c45-ab13-4e1a-97e4-16a499a01fef","4/9/2018 22:58","5/9/2018 2:25","9/24/2018 9:26","11/6/2018 3:46","6","48","200","14","75.2","Conventional Commercial Bank","7/14/2016","7/14/2017","3.19","Fixed Interest Rates","365","0"
"15395","09f81bd9-5c9b-4c74-b5b9-1895b9161823","4/9/2018 22:58","5/9/2018 2:25","9/24/2018 9:26","12/7/2018 5:14","6","48","200","13","72.6","Conventional Commercial Bank","7/30/2018","7/30/2020","19","Floating Interest Rates","731","0"
"15396","b8fdd1c8-403f-40cd-a409-48481d7ffff3","4/9/2018 23:15","5/9/2018 2:24","9/24/2018 9:26","","6","16","200","12","72.3","","","","","","",""
"15399","099c2490-be62-457f-8e5d-95a58ea203e2","4/9/2018 23:31","5/9/2018 2:25","9/24/2018 9:26","","6","14","200","15","75.1","","","","","","",""
"15400","94db1906-d729-4332-99a9-607e30aef576","4/9/2018 23:31","5/9/2018 2:37","9/24/2018 9:26","11/6/2018 3:47","6","14","100","14","72.63","Conventional Commercial Bank","9/17/2017","9/17/2020","3.13","Fixed Interest Rates","1096","0"
"15401","24ce9b34-1b58-4aa1-a099-7f7bc4742dae","4/9/2018 23:36","5/9/2018 2:25","9/24/2018 9:26","","6","24","200","14","76.5","Conventional Commercial Bank","3/19/2016","3/19/2019","6","Floating Interest Rates","1095","0"
"15402","bcebe365-24d8-40c9-9848-c58545017a7c","4/9/2018 23:53","5/9/2018 4:58","9/24/2018 11:04","9/16/2018 3:39","6","261","200","13","77.2","Conventional Commercial Bank","12/12/2015","7/12/2016","15","Fixed Interest Rates","213","0"
"15403","251ec383-14e3-4ff1-95ec-2db845c7942a","5/9/2018 0:12","8/9/2018 3:03","9/27/2018 10:55","","6","261","200","15","77.23","","","","","","",""
"15404","251ec383-14e3-4ff1-95ec-2db845c7942a","5/9/2018 0:13","5/9/2018 2:25","9/24/2018 9:26","","6","16","200","14","71.4","","","","","","",""
"15405","4870dcac-79bb-414b-93a4-e356d62b06ca","5/9/2018 0:25","6/9/2018 4:32","9/27/2018 5:41","","6","23","200","13","77.065","Conventional Commercial Bank","3/31/2018","3/31/2021","6","Floating Interest Rates","1096","0"
"15406","ae46bba1-44da-4ab4-a5b5-5d1cb407ea52","5/9/2018 1:27","5/9/2018 2:25","9/24/2018 9:26","","6","130","200","13","73.6","Conventional Commercial Bank","3/17/2016","9/13/2016","14","Floating Interest Rates","180","0"
"15407","450b2c45-ab13-4e1a-97e4-16a499a01fef","5/9/2018 1:37","5/9/2018 2:25","9/24/2018 9:26","9/13/2018 0:00","6","23","200","","","Conventional Commercial Bank","7/14/2016","7/14/2017","3.19","Fixed Interest Rates","365","0"
"15408","80bde884-2f1e-4419-a8e3-e3edc691fcea","5/9/2018 1:40","5/9/2018 2:25","9/24/2018 9:26","12/7/2018 5:14","6","130","200","14","73.52","Conventional Commercial Bank","10/1/2018","10/1/2019","6","Floating Interest Rates","365","0"
"15411","6ec0bb05-4769-4fbe-a2ce-70010291ad1d","5/9/2018 1:55","5/9/2018 2:37","9/24/2018 9:26","10/7/2018 3:56","6","58","200","13","73.9","Conventional Commercial Bank","7/6/2017","7/5/2021","6","Fixed Interest Rates","1460","0"
"15412","6ec0bb05-4769-4fbe-a2ce-70010291ad1d","5/9/2018 1:55","5/9/2018 2:37","9/24/2018 9:26","9/13/2018 4:39","6","108","200","13","72.85","Conventional Commercial Bank","7/6/2017","7/5/2021","6","Fixed Interest Rates","1460","0"
"15413","7e10e9a8-8fb1-47cb-bae9-760d6696aca9","5/9/2018 2:02","9/9/2018 6:09","9/28/2018 12:10","","2","166","200","13","81.2","Conventional Commercial Bank","1/13/2018","1/13/2021","22","Floating Interest Rates","1096","0"
"15414","fdf34a7e-abac-4271-8ece-d51a95c9ea70","5/9/2018 2:03","5/9/2018 2:37","9/24/2018 9:26","","6","3","200","14","76.1","Conventional Commercial Bank","10/20/2017","10/20/2018","15","Floating Interest Rates","365","73"
"15417","579a63b6-7fcb-49b9-a2a9-c1235dfe322a","5/9/2018 2:23","6/9/2018 5:10","9/27/2018 5:41","3/10/2018 6:06","6","159","200","13","64.4","","","","","","",""
"15419","c6d89458-0050-4bdb-9889-93c406fdd9f2","5/9/2018 2:27","5/9/2018 2:37","9/24/2018 9:26","","6","33","200","14","72.1","Conventional Commercial Bank","3/6/2016","3/6/2020","3.14","Fixed Interest Rates","1461","0"
"15420","c6d89458-0050-4bdb-9889-93c406fdd9f2","5/9/2018 2:27","5/9/2018 2:37","9/24/2018 9:26","11/6/2018 3:46","6","236","200","14","69.9","Conventional Commercial Bank","3/6/2016","3/6/2020","3.14","Fixed Interest Rates","1461","0"
"15421","c6d89458-0050-4bdb-9889-93c406fdd9f2","5/9/2018 2:27","5/9/2018 2:37","9/24/2018 9:26","","6","249","200","14","74.76","Conventional Commercial Bank","3/6/2016","3/6/2020","3.14","Fixed Interest Rates","1461","0"
"15424","52f40da0-3d95-4aac-ab3a-b3d95b7cbfce","5/9/2018 2:32","5/9/2018 2:37","9/24/2018 9:26","12/7/2018 4:51","6","12","200","13","77.2","","","","","","",""
"15425","a2d2ac5c-2e0e-4f0a-aa7f-a5192d741d39","5/9/2018 2:39","5/9/2018 5:03","9/27/2018 1:16","1/6/2019 5:55","2","4","200","11","83.4","Financing Company","2/26/2018","11/29/2019","17.27","Fixed Interest Rates","641","404"
"15429","547fc18f-1029-43ac-a652-dfbbde3c9720","5/9/2018 2:44","6/9/2018 5:15","9/27/2018 5:41","9/25/2018 4:05","6","44","200","","","","","","","","",""
"15430","e87f7045-a3e5-462e-9ea6-970b8d779557","5/9/2018 2:46","8/9/2018 3:20","9/27/2018 9:44","","2","44","200","14","82.1","Conventional Rural Bank","5/16/2016","5/16/2021","18","Fixed Interest Rates","1826","684"
"15432","c0cefb88-6d27-4be5-962d-ad4acdea493f","5/9/2018 2:57","5/9/2018 7:45","9/25/2018 0:43","9/20/2018 9:45","2","79","200","14","79.1","","","","","","",""
"15434","c0cefb88-6d27-4be5-962d-ad4acdea493f","5/9/2018 2:58","5/9/2018 7:45","9/25/2018 0:43","9/11/2018 3:53","2","38","200","14","80.5","","","","","","",""
"15438","09dc26cf-1b58-4f19-9b80-07dac7c22ad9","5/9/2018 3:13","5/9/2018 4:58","9/24/2018 11:04","","6","38","200","15","74.9","","","","","","",""
"15440","17db5891-06cf-48c2-9459-05f9311f64a2","5/9/2018 3:16","5/9/2018 4:58","9/24/2018 11:04","","6","224","200","13","75","","","","","","",""
"15441","17db5891-06cf-48c2-9459-05f9311f64a2","5/9/2018 3:16","5/9/2018 4:58","9/24/2018 11:04","","6","132","200","13","75.5","","","","","","",""
"15442","17db5891-06cf-48c2-9459-05f9311f64a2","5/9/2018 3:17","5/9/2018 4:58","9/24/2018 11:04","","6","100","200","15","73.3","","","","","","",""
"15449","43621376-da2b-46f0-9b25-1ce6fbefb89e","5/9/2018 3:27","5/9/2018 4:58","9/24/2018 11:04","","6","29","200","16","77.1","Conventional Commercial Bank","4/21/2013","4/21/2016","4.82","Fixed Interest Rates","1096","0"
"15450","f77ea20b-daa8-4dcb-ba0e-cbc9480869f9","5/9/2018 3:27","5/9/2018 4:58","9/24/2018 11:04","","6","67","200","13","71.8","","","","","","",""
"15452","474bbb64-d268-4973-ac6d-8e5958cedf0d","5/9/2018 3:43","5/9/2018 4:58","9/24/2018 11:04","","6","37","200","14","75.9","Conventional Commercial Bank","8/15/2015","8/15/2018","3.72","Fixed Interest Rates","1096","0"
"15453","474bbb64-d268-4973-ac6d-8e5958cedf0d","5/9/2018 3:43","5/9/2018 4:58","9/24/2018 11:04","","6","43","200","15","75.77","Conventional Commercial Bank","8/15/2015","8/15/2018","3.72","Fixed Interest Rates","1096","0"
"15454","09f81bd9-5c9b-4c74-b5b9-1895b9161823","5/9/2018 3:49","5/9/2018 4:58","9/24/2018 11:04","9/11/2018 3:31","6","26","400","9","71.6","Conventional Commercial Bank","7/30/2018","7/30/2020","19","Floating Interest Rates","731","0"
"15456","e31a9dcb-cddd-497e-bc88-a9a66c98c092","5/9/2018 4:05","5/9/2018 5:03","9/25/2018 0:43","","2","47","200","14","82.35","Conventional Commercial Bank","12/18/2017","12/17/2018","6","Floating Interest Rates","364","0"
"15457","e31a9dcb-cddd-497e-bc88-a9a66c98c092","5/9/2018 4:05","8/9/2018 3:20","9/27/2018 9:44","","2","22","200","14","81.2","Conventional Commercial Bank","12/18/2017","12/17/2018","6","Floating Interest Rates","364","0"
"15461","486ceeb5-c8a1-4f6c-8760-2b2c3b355203","5/9/2018 4:27","5/9/2018 7:44","9/25/2018 0:43","9/11/2018 4:42","2","252","200","11","82.5","Conventional Rural Bank","3/26/2017","3/26/2020","21","Fixed Interest Rates","1096","0"
"15467","51f56c1b-1a65-44ec-9cc3-7e31d4d9e475","5/9/2018 5:21","6/9/2018 4:34","9/27/2018 5:41","2/7/2018 5:12","6","9","200","13","57","Conventional Commercial Bank","10/9/2016","10/9/2017","3.19","Fixed Interest Rates","365","0"
"15468","51f56c1b-1a65-44ec-9cc3-7e31d4d9e475","5/9/2018 5:21","6/9/2018 4:34","9/27/2018 5:41","9/13/2018 4:40","6","15","200","12","71.7","Conventional Commercial Bank","10/9/2016","10/9/2017","3.19","Fixed Interest Rates","365","0"
"15473","f0205c66-8398-459b-9eee-77ac588f52e4","5/9/2018 5:34","6/9/2018 4:32","9/27/2018 5:41","5/8/2018 15:44","6","3","200","12","73.7","","","","","","",""
"15474","94db1906-d729-4332-99a9-607e30aef576","5/9/2018 5:51","6/9/2018 4:32","9/27/2018 5:41","12/7/2018 5:12","6","65","200","14","74.965","Conventional Commercial Bank","9/17/2017","9/17/2020","3.13","Fixed Interest Rates","1096","0"
"15476","6b4110df-3872-43e4-9d32-675d1b633d57","5/9/2018 6:16","6/9/2018 2:44","9/27/2018 4:52","9/11/2018 3:52","2","137","200","13","82.25","","","","","","",""
"15479","774c2636-fb1e-438f-b692-1077d858f039","5/9/2018 6:25","6/9/2018 4:32","9/27/2018 5:41","3/21/2019 4:37","6","242","200","","","Financing Company","7/4/2015","7/4/2019","17.71","Fixed Interest Rates","1461","0"
"15480","774c2636-fb1e-438f-b692-1077d858f039","5/9/2018 6:25","8/9/2018 2:23","9/27/2018 10:55","","6","213","200","17","68.4","Financing Company","7/4/2015","7/4/2019","17.71","Fixed Interest Rates","1461","0"
"15481","5cf1addf-31e3-48a6-a1f5-dcec6b80609e","5/9/2018 6:43","6/9/2018 4:31","9/27/2018 5:41","","6","130","200","12","72.21","Financing Company","4/2/2018","5/11/2018","0.21","Fixed Interest Rates","39","143"
"15482","54322a82-5179-4c6f-848b-aa3fe9efd727","5/9/2018 6:49","6/9/2018 4:34","9/27/2018 5:41","","6","33","200","13","72.5","Conventional Commercial Bank","12/21/2013","12/21/2016","12","Fixed Interest Rates","1096","0"
"15483","54322a82-5179-4c6f-848b-aa3fe9efd727","5/9/2018 6:50","6/9/2018 4:34","9/27/2018 5:41","","6","33","200","14","74.9","Conventional Commercial Bank","12/21/2013","12/21/2016","12","Fixed Interest Rates","1096","0"
"15484","54322a82-5179-4c6f-848b-aa3fe9efd727","5/9/2018 6:50","6/9/2018 4:34","9/27/2018 5:41","","6","106","200","15","74.2","Conventional Commercial Bank","12/21/2013","12/21/2016","12","Fixed Interest Rates","1096","0"
"15488","72513dad-ca31-4b89-830c-b09790a5e5ac","5/9/2018 7:48","","","","6","226","300","15","80.4","Financing Company","11/6/2014","5/6/2016","46.31","Fixed Interest Rates","547","0"
"15489","a594d7d9-f1f1-47fd-a981-8019e8da317f","5/9/2018 7:49","6/9/2018 4:33","9/27/2018 5:41","","6","211","200","13","74.53","Conventional Commercial Bank","9/20/2018","3/20/2019","36","Floating Interest Rates","181","0"
"15496","e7043d12-fb7d-4911-b4e9-5fd2bea3ff6f","5/9/2018 9:17","6/9/2018 2:44","9/27/2018 4:52","","2","49","200","14","79.1","","","","","","",""
"15499","c3d25242-6af7-45d4-b7fe-de356e853736","5/9/2018 10:02","8/9/2018 2:24","9/27/2018 10:55","9/14/2018 3:43","6","47","200","16","77.05","","","","","","",""
"15506","f0cf08c9-fbe6-406b-9d2e-2300c0a6e8ec","5/9/2018 11:37","8/9/2018 3:03","9/27/2018 10:55","","6","33","200","14","73.7","","","","","","",""
"15507","ca88d723-2432-422e-9732-dff6affa0fd8","5/9/2018 11:39","6/9/2018 4:33","9/27/2018 5:41","","6","33","200","19","63","","","","","","",""
"15509","8f1be164-e107-4235-bb86-6a15b1389561","5/9/2018 11:43","8/9/2018 2:25","9/27/2018 10:55","","6","9","200","12","82.35","Financing Company","2/12/2017","11/10/2019","36.27","Fixed Interest Rates","1001","22"
"15520","09e77d10-1118-4a92-9008-98c6bd8b7187","5/9/2018 16:25","6/9/2018 4:33","9/27/2018 5:41","","6","0","100","14","75.9","Conventional Commercial Bank","10/18/2014","10/18/2015","3.71","Fixed Interest Rates","365","0"
"15523","24ce9b34-1b58-4aa1-a099-7f7bc4742dae","5/9/2018 23:08","8/9/2018 2:25","9/27/2018 10:55","","6","224","200","14","78.8","Conventional Commercial Bank","3/19/2016","3/19/2019","6","Floating Interest Rates","1095","0"
"15528","be85dc65-a106-49c4-bb6d-1b0a026fa7e8","6/9/2018 0:23","6/9/2018 4:33","9/27/2018 5:41","","6","61","200","14","78.5","Financing Company","8/30/2015","8/27/2019","19.14","Fixed Interest Rates","1458","34"
"15529","be85dc65-a106-49c4-bb6d-1b0a026fa7e8","6/9/2018 0:23","6/9/2018 4:33","9/27/2018 5:41","","6","38","200","15","75.86","Financing Company","8/30/2015","8/27/2019","19.14","Fixed Interest Rates","1458","34"
"15533","d290ea6f-d35b-40c8-8e16-696536949795","6/9/2018 0:50","6/9/2018 4:32","9/27/2018 5:41","","6","38","200","14","74.4","","","","","","",""
"15534","94051ef5-a1f0-4754-a813-e418ba639b7e","6/9/2018 0:51","8/9/2018 3:24","9/27/2018 9:44","1/6/2019 4:14","2","93","200","13","81.5","Financing Company","10/13/2015","9/13/2018","29.05","Fixed Interest Rates","1066","0"
"15535","94051ef5-a1f0-4754-a813-e418ba639b7e","6/9/2018 0:52","8/9/2018 3:24","9/27/2018 9:44","9/7/2018 4:31","2","22","400","14","84.8","Financing Company","10/13/2015","9/13/2018","29.05","Fixed Interest Rates","1066","0"
"15536","927dd1b9-54d2-42d2-b63b-0a29a3a42edb","6/9/2018 0:55","6/9/2018 4:31","9/27/2018 5:41","","6","13","200","15","76.6","Conventional Commercial Bank","7/29/2018","7/29/2019","6","Floating Interest Rates","365","0"
"15537","927dd1b9-54d2-42d2-b63b-0a29a3a42edb","6/9/2018 0:55","6/9/2018 4:31","9/27/2018 5:41","","6","4","500","14","73.52","Conventional Commercial Bank","7/29/2018","7/29/2019","6","Floating Interest Rates","365","0"
"15541","26fada32-3f28-4937-92c6-2ce440940897","6/9/2018 1:31","6/9/2018 4:46","9/27/2018 4:52","11/6/2018 5:24","2","13","200","14","78.4","","","","","","",""
"15544","e580c0c7-3bb2-484f-9c04-993d6c1829ef","6/9/2018 1:58","8/9/2018 3:23","9/28/2018 2:46","","2","22","400","14","84","Financing Company","5/25/2014","4/6/2017","26","Fixed Interest Rates","1047","0"
"15547","09f81bd9-5c9b-4c74-b5b9-1895b9161823","6/9/2018 2:09","6/9/2018 4:34","9/27/2018 5:41","1/6/2019 3:58","6","261","200","13","71.03","Conventional Commercial Bank","7/30/2018","7/30/2020","19","Floating Interest Rates","731","0"
"15548","09f81bd9-5c9b-4c74-b5b9-1895b9161823","6/9/2018 2:09","6/9/2018 4:34","9/27/2018 5:41","9/14/2018 3:44","6","4","200","13","63.3","Conventional Commercial Bank","7/30/2018","7/30/2020","19","Floating Interest Rates","731","0"
"15553","6ec0bb05-4769-4fbe-a2ce-70010291ad1d","6/9/2018 2:11","6/9/2018 4:33","9/27/2018 5:41","9/13/2018 4:39","6","14","200","13","73.8","Conventional Commercial Bank","7/6/2017","7/5/2021","6","Fixed Interest Rates","1460","0"
"15554","6ec0bb05-4769-4fbe-a2ce-70010291ad1d","6/9/2018 2:11","6/9/2018 4:33","9/27/2018 5:41","9/13/2018 4:38","6","224","200","13","73.1","Conventional Commercial Bank","7/6/2017","7/5/2021","6","Fixed Interest Rates","1460","0"
"15556","46904957-8bb6-4162-bc4e-52a2679436da","6/9/2018 2:14","6/9/2018 4:35","9/27/2018 5:41","","6","40","200","16","75.2","","","","","","",""
"15557","c6d89458-0050-4bdb-9889-93c406fdd9f2","6/9/2018 2:15","6/9/2018 4:32","9/27/2018 5:41","11/6/2018 3:46","6","17","200","13","74.23","Conventional Commercial Bank","3/6/2016","3/6/2020","3.14","Fixed Interest Rates","1461","0"
"15560","e53fecf1-1006-4ae3-a112-e86329b5ed59","6/9/2018 2:32","6/9/2018 4:32","9/27/2018 5:41","9/21/2018 0:00","6","43","200","13","64.25","Financing Company","5/18/2018","5/13/2023","18.38","Fixed Interest Rates","1821","0"
"15561","f77ea20b-daa8-4dcb-ba0e-cbc9480869f9","6/9/2018 2:41","6/9/2018 4:35","9/27/2018 5:41","10/7/2018 5:35","6","154","200","14","70","","","","","","",""
"15562","80bde884-2f1e-4419-a8e3-e3edc691fcea","6/9/2018 2:45","6/9/2018 4:34","9/27/2018 5:41","12/7/2018 5:14","6","154","200","11","74.08","Conventional Commercial Bank","10/1/2018","10/1/2019","6","Floating Interest Rates","365","0"
"15563","54322a82-5179-4c6f-848b-aa3fe9efd727","6/9/2018 2:46","6/9/2018 4:34","9/27/2018 5:41","","6","166","200","14","76.85","Conventional Commercial Bank","12/21/2013","12/21/2016","12","Fixed Interest Rates","1096","0"
"15564","54322a82-5179-4c6f-848b-aa3fe9efd727","6/9/2018 2:46","6/9/2018 4:34","9/27/2018 5:41","","6","37","200","14","70.5","Conventional Commercial Bank","12/21/2013","12/21/2016","12","Fixed Interest Rates","1096","0"
"15565","32378fa0-dcbe-449c-92cb-b1ae1bdc7cc0","6/9/2018 2:47","6/9/2018 4:34","9/27/2018 5:41","1/6/2019 3:56","6","219","200","14","74.7","","","","","","",""
"15566","72513dad-ca31-4b89-830c-b09790a5e5ac","6/9/2018 2:47","8/9/2018 2:24","9/27/2018 10:55","","6","13","200","14","76.6","Financing Company","11/6/2014","5/6/2016","46.31","Fixed Interest Rates","547","0"
"15569","298c7be7-cb37-4bf4-b4b3-2830a91c37f5","6/9/2018 2:50","6/9/2018 4:32","9/27/2018 5:41","9/20/2018 3:28","6","14","200","14","74.1","","","","","","",""
"15571","b296aa35-6df9-45e5-a874-d3d64310d125","6/9/2018 3:00","6/9/2018 4:33","9/27/2018 5:41","","6","0","200","14","75.1","","","","","","",""
"15574","471c132b-6534-4b19-93e7-3716c1e0345f","6/9/2018 3:10","6/9/2018 4:33","9/27/2018 5:41","9/27/2018 5:45","6","240","200","12","73.27","Financing Company","6/30/2017","12/30/2018","46.69","Fixed Interest Rates","548","0"
"15575","24ce9b34-1b58-4aa1-a099-7f7bc4742dae","6/9/2018 3:21","8/9/2018 2:25","9/27/2018 10:55","","6","3","100","18","73","Conventional Commercial Bank","3/19/2016","3/19/2019","6","Floating Interest Rates","1095","0"
"15576","418f3e3a-128e-4178-b018-1cdf24e0f30c","6/9/2018 3:25","6/9/2018 4:32","9/27/2018 5:41","11/6/2018 3:45","6","44","200","13","74.93","","","","","","",""
"15582","286764a5-5b39-4813-962f-33f9753bc14b","6/9/2018 3:40","6/9/2018 4:00","9/27/2018 4:52","","2","167","200","14","82.3","Conventional Commercial Bank","10/5/2015","4/5/2016","11.4","Fixed Interest Rates","183","0"
"15585","c388702e-d50a-491c-9906-6f75c6e35d9c","6/9/2018 3:45","6/9/2018 4:32","9/27/2018 5:41","","6","3","200","13","75.4","Conventional Commercial Bank","4/13/2017","4/13/2019","6","Floating Interest Rates","730","0"
"15586","46a7a8a3-106f-48cb-8609-c9ee45c5efe5","6/9/2018 3:56","6/9/2018 4:34","9/27/2018 5:41","9/20/2018 4:06","6","166","200","14","77.85","","","","","","",""
"15587","17db5891-06cf-48c2-9459-05f9311f64a2","6/9/2018 4:22","6/9/2018 5:12","9/27/2018 5:41","","6","159","200","12","73.7","","","","","","",""
"15588","17db5891-06cf-48c2-9459-05f9311f64a2","6/9/2018 4:22","6/9/2018 5:12","9/27/2018 5:41","","6","159","200","13","73.9","","","","","","",""
"15589","17db5891-06cf-48c2-9459-05f9311f64a2","6/9/2018 4:23","6/9/2018 5:12","9/27/2018 5:41","","6","140","100","13","73.2","","","","","","",""
"15590","9d230fd0-983c-49d2-b367-bb68d4a78447","6/9/2018 4:27","8/9/2018 3:24","9/27/2018 9:44","9/13/2018 4:02","2","40","200","13","79.2","Conventional Commercial Bank","4/30/2017","10/29/2017","11.5","Fixed Interest Rates","182","0"
"15591","486ceeb5-c8a1-4f6c-8760-2b2c3b355203","6/9/2018 4:39","8/9/2018 3:19","9/27/2018 9:44","9/13/2018 4:02","2","24","200","12","77.3","Conventional Rural Bank","3/26/2017","3/26/2020","21","Fixed Interest Rates","1096","0"
"15593","f233d402-ad00-49e0-9c03-e30340b8e42b","6/9/2018 5:09","6/9/2018 5:15","9/27/2018 5:41","","6","16","200","13","76.2","","","","","","",""
"15594","f2b012cf-4f84-4754-aa4f-b002c802e054","6/9/2018 5:18","8/9/2018 5:00","9/27/2018 12:01","","6","274","200","14","73.8","Conventional Commercial Bank","1/28/2012","1/28/2015","8.64","Floating Interest Rates","1096","2104"
"15595","24ce9b34-1b58-4aa1-a099-7f7bc4742dae","6/9/2018 5:23","8/9/2018 2:25","9/27/2018 10:55","","6","93","200","14","75.3","Conventional Commercial Bank","3/19/2016","3/19/2019","6","Floating Interest Rates","1095","0"
"15597","2ffa156a-caff-4455-a8bf-a8aaec5ad800","6/9/2018 5:34","8/9/2018 3:02","9/27/2018 10:55","1/6/2019 0:00","6","111","200","","","","","","","","",""
"15598","2ffa156a-caff-4455-a8bf-a8aaec5ad800","6/9/2018 5:35","8/9/2018 3:02","9/27/2018 10:55","1/6/2019 0:00","6","33","200","","","","","","","","",""
"15600","a66069fb-c1d2-4a97-a37e-ef431376c7c3","6/9/2018 5:47","8/9/2018 5:00","9/27/2018 12:01","","6","49","100","9","74.75","Conventional Commercial Bank","6/22/2015","2/21/2022","7","Fixed Interest Rates","2436","4"
"15601","e790d45b-c2c6-4cbb-8bb9-769df57b76aa","6/9/2018 5:52","8/9/2018 4:59","9/27/2018 12:01","1/6/2019 3:58","6","55","200","13","75.77","","","","","","",""
"15602","b9276420-2ed3-4cfe-93d6-60301ddd4acc","6/9/2018 5:58","","","","6","83","500","","","","","","","","",""
"15603","b9276420-2ed3-4cfe-93d6-60301ddd4acc","6/9/2018 6:03","","","","6","41","200","","","","","","","","",""
"15604","abd16e7e-c6ca-44fc-ab26-294da8ba7930","6/9/2018 6:38","8/9/2018 2:23","9/27/2018 10:55","","6","276","200","15","72.5","Conventional Commercial Bank","3/31/2018","4/1/2020","11.88","Fixed Interest Rates","732","0"
"15606","b8fdd1c8-403f-40cd-a409-48481d7ffff3","6/9/2018 6:54","8/9/2018 2:23","9/27/2018 10:55","4/21/2019 0:00","6","197","200","0","100","","","","","","",""
"15607","6b5ae609-88cc-4071-aa4d-b39a6f88d953","6/9/2018 7:03","8/9/2018 5:01","9/27/2018 12:01","","6","167","100","15","67.25","","","","","","",""
"15609","579a63b6-7fcb-49b9-a2a9-c1235dfe322a","6/9/2018 7:29","8/9/2018 2:23","9/27/2018 10:55","3/10/2018 6:05","6","11","200","13","64.2","","","","","","",""
"15614","ea499b4a-56ab-4ba5-92af-078ac81d1555","6/9/2018 9:15","8/9/2018 2:23","9/27/2018 10:55","9/13/2018 4:40","6","3","200","15","52.6","","","","","","",""
"15615","28454060-0333-4402-be26-3a9812aafd44","6/9/2018 9:36","8/9/2018 2:23","9/27/2018 10:55","","6","36","200","14","69.1","Conventional Commercial Bank","3/30/2018","3/30/2021","6","Floating Interest Rates","1096","0"
"15616","579a63b6-7fcb-49b9-a2a9-c1235dfe322a","6/9/2018 10:19","8/9/2018 2:23","9/27/2018 10:55","11/6/2018 3:54","6","49","200","13","70.4","","","","","","",""
"15622","f0cf08c9-fbe6-406b-9d2e-2300c0a6e8ec","6/9/2018 12:32","8/9/2018 3:03","9/27/2018 10:55","","6","26","400","14","73.7","","","","","","",""
"15625","1721d9d7-2d5d-41a5-bcfd-3d596911af4c","6/9/2018 13:36","8/9/2018 3:03","9/27/2018 10:55","4/21/2019 0:00","6","265","200","10","71","Financing Company","5/6/2018","5/6/2019","27.48","Fixed Interest Rates","365","0"
"15629","1721d9d7-2d5d-41a5-bcfd-3d596911af4c","6/9/2018 14:13","8/9/2018 3:03","9/27/2018 10:55","4/21/2019 0:00","6","35","200","","","Financing Company","5/6/2018","5/6/2019","27.48","Fixed Interest Rates","365","0"
